      Lon      Lat    Year Fag_syl   C3_gr   Total
    12.25    49.75    2017   0.644   0.044   0.688
    12.75    49.75    1901   0.000   0.457   0.457
    12.75    49.75    1902   0.000   0.585   0.585
    12.75    49.75    1903   0.000   0.484   0.484
    12.75    49.75    1904   0.000   0.361   0.361
    12.75    49.75    1905   0.000   0.494   0.495
    12.75    49.75    1906   0.000   0.530   0.531
    12.75    49.75    1907   0.000   0.480   0.480
    12.75    49.75    1908   0.000   0.506   0.506
    12.75    49.75    1909   0.000   0.601   0.601
    12.75    49.75    1910   0.000   0.562   0.563
    12.75    49.75    1911   0.000   0.358   0.359
    12.75    49.75    1912   0.000   0.708   0.708
    12.75    49.75    1913   0.000   0.518   0.518
    12.75    49.75    1914   0.000   0.516   0.516
    12.75    49.75    1915   0.000   0.432   0.432
    12.75    49.75    1916   0.000   0.639   0.639
    12.75    49.75    1917   0.000   0.363   0.364
    12.75    49.75    1918   0.000   0.607   0.607
    12.75    49.75    1919   0.000   0.380   0.380
    12.75    49.75    1920   0.000   0.651   0.651
    12.75    49.75    1921   0.000   0.304   0.304
    12.75    49.75    1922   0.000   0.612   0.612
    12.75    49.75    1923   0.000   0.381   0.382
    12.75    49.75    1924   0.000   0.691   0.691
    12.75    49.75    1925   0.000   0.411   0.411
    12.75    49.75    1926   0.000   0.589   0.589
    12.75    49.75    1927   0.000   0.531   0.531
    12.75    49.75    1928   0.000   0.448   0.448
    12.75    49.75    1929   0.000   0.481   0.482
    12.75    49.75    1930   0.000   0.485   0.485
    12.75    49.75    1931   0.000   0.489   0.489
    12.75    49.75    1932   0.000   0.512   0.512
    12.75    49.75    1933   0.000   0.490   0.490
    12.75    49.75    1934   0.000   0.421   0.421
    12.75    49.75    1935   0.000   0.411   0.411
    12.75    49.75    1936   0.000   0.653   0.653
    12.75    49.75    1937   0.000   0.487   0.487
    12.75    49.75    1938   0.000   0.566   0.566
    12.75    49.75    1939   0.000   0.515   0.515
    12.75    49.75    1940   0.000   0.545   0.545
    12.75    49.75    1941   0.000   0.575   0.575
    12.75    49.75    1942   0.000   0.423   0.423
    12.75    49.75    1943   0.000   0.477   0.477
    12.75    49.75    1944   0.000   0.542   0.542
    12.75    49.75    1945   0.000   0.547   0.547
    12.75    49.75    1946   0.000   0.520   0.520
    12.75    49.75    1947   0.000   0.346   0.346
    12.75    49.75    1948   0.000   0.676   0.676
    12.75    49.75    1949   0.000   0.394   0.394
    12.75    49.75    1950   0.000   0.658   0.658
    12.75    49.75    1951   0.000   0.471   0.471
    12.75    49.75    1952   0.000   0.461   0.461
    12.75    49.75    1953   0.000   0.545   0.545
    12.75    49.75    1954   0.000   0.547   0.547
    12.75    49.75    1955   0.000   0.620   0.620
    12.75    49.75    1956   0.000   0.574   0.574
    12.75    49.75    1957   0.000   0.551   0.552
    12.75    49.75    1958   0.000   0.555   0.555
    12.75    49.75    1959   0.000   0.467   0.468
    12.75    49.75    1960   0.000   0.552   0.553
    12.75    49.75    1961   0.000   0.593   0.593
    12.75    49.75    1962   0.000   0.438   0.439
    12.75    49.75    1963   0.001   0.575   0.576
    12.75    49.75    1964   0.001   0.376   0.377
    12.75    49.75    1965   0.001   0.653   0.653
    12.75    49.75    1966   0.001   0.593   0.594
    12.75    49.75    1967   0.001   0.558   0.559
    12.75    49.75    1968   0.001   0.551   0.552
    12.75    49.75    1969   0.001   0.474   0.475
    12.75    49.75    1970   0.001   0.592   0.593
    12.75    49.75    1971   0.001   0.514   0.515
    12.75    49.75    1972   0.001   0.656   0.658
    12.75    49.75    1973   0.001   0.399   0.400
    12.75    49.75    1974   0.002   0.695   0.697
    12.75    49.75    1975   0.002   0.472   0.474
    12.75    49.75    1976   0.002   0.441   0.443
    12.75    49.75    1977   0.002   0.621   0.623
    12.75    49.75    1978   0.002   0.570   0.573
    12.75    49.75    1979   0.006   0.502   0.508
    12.75    49.75    1980   0.007   0.551   0.558
    12.75    49.75    1981   0.011   0.593   0.605
    12.75    49.75    1982   0.014   0.488   0.502
    12.75    49.75    1983   0.022   0.481   0.503
    12.75    49.75    1984   0.025   0.598   0.623
    12.75    49.75    1985   0.033   0.508   0.541
    12.75    49.75    1986   0.040   0.495   0.535
    12.75    49.75    1987   0.044   0.521   0.565
    12.75    49.75    1988   0.057   0.407   0.464
    12.75    49.75    1989   0.078   0.504   0.582
    12.75    49.75    1990   0.087   0.403   0.490
    12.75    49.75    1991   0.105   0.493   0.598
    12.75    49.75    1992   0.123   0.340   0.462
    12.75    49.75    1993   0.160   0.420   0.580
    12.75    49.75    1994   0.173   0.317   0.490
    12.75    49.75    1995   0.210   0.303   0.513
    12.75    49.75    1996   0.230   0.282   0.512
    12.75    49.75    1997   0.254   0.269   0.524
    12.75    49.75    1998   0.329   0.236   0.565
    12.75    49.75    1999   0.342   0.185   0.527
    12.75    49.75    2000   0.403   0.152   0.555
    12.75    49.75    2001   0.389   0.128   0.516
    12.75    49.75    2002   0.455   0.143   0.598
    12.75    49.75    2003   0.417   0.032   0.449
    12.75    49.75    2004   0.610   0.032   0.642
    12.75    49.75    2005   0.652   0.011   0.663
    12.75    49.75    2006   0.620   0.006   0.627
    12.75    49.75    2007   0.656   0.008   0.664
    12.75    49.75    2008   0.590  -0.002   0.589
    12.75    49.75    2009   0.641   0.008   0.649
    12.75    49.75    2010   0.639   0.005   0.643
    12.75    49.75    2011   0.684   0.002   0.687
    12.75    49.75    2012   0.620  -0.001   0.619
    12.75    49.75    2013   0.566   0.000   0.566
    12.75    49.75    2014   0.642   0.005   0.647
    12.75    49.75    2015   0.476   0.010   0.486
    12.75    49.75    2016   0.584   0.013   0.597
    12.75    49.75    2017   0.631   0.016   0.647
    13.25    49.75    1901   0.086   0.330   0.416
    13.25    49.75    1902   0.076   0.440   0.515
    13.25    49.75    1903   0.072   0.375   0.446
    13.25    49.75    1904   0.051   0.248   0.299
    13.25    49.75    1905   0.071   0.425   0.496
    13.25    49.75    1906   0.087   0.385   0.472
    13.25    49.75    1907   0.072   0.354   0.426
    13.25    49.75    1908   0.074   0.393   0.468
    13.25    49.75    1909   0.079   0.452   0.532
    13.25    49.75    1910   0.078   0.453   0.531
    13.25    49.75    1911   0.050   0.252   0.302
    13.25    49.75    1912   0.079   0.614   0.692
    13.25    49.75    1913   0.088   0.384   0.472
    13.25    49.75    1914   0.082   0.429   0.511
    13.25    49.75    1915   0.067   0.340   0.407
    13.25    49.75    1916   0.084   0.529   0.613
    13.25    49.75    1917   0.055   0.229   0.285
    13.25    49.75    1918   0.086   0.515   0.601
    13.25    49.75    1919   0.054   0.275   0.328
    13.25    49.75    1920   0.089   0.525   0.614
    13.25    49.75    1921   0.050   0.222   0.272
    13.25    49.75    1922   0.075   0.524   0.599
    13.25    49.75    1923   0.071   0.278   0.349
    13.25    49.75    1924   0.080   0.514   0.595
    13.25    49.75    1925   0.074   0.337   0.411
    13.25    49.75    1926   0.081   0.446   0.528
    13.25    49.75    1927   0.074   0.435   0.509
    13.25    49.75    1928   0.063   0.329   0.392
    13.25    49.75    1929   0.067   0.374   0.441
    13.25    49.75    1930   0.078   0.369   0.446
    13.25    49.75    1931   0.064   0.414   0.478
    13.25    49.75    1932   0.064   0.369   0.433
    13.25    49.75    1933   0.060   0.374   0.434
    13.25    49.75    1934   0.064   0.327   0.390
    13.25    49.75    1935   0.056   0.347   0.402
    13.25    49.75    1936   0.072   0.526   0.598
    13.25    49.75    1937   0.074   0.365   0.439
    13.25    49.75    1938   0.068   0.453   0.521
    13.25    49.75    1939   0.066   0.428   0.494
    13.25    49.75    1940   0.068   0.431   0.499
    13.25    49.75    1941   0.053   0.475   0.527
    13.25    49.75    1942   0.061   0.303   0.364
    13.25    49.75    1943   0.060   0.366   0.426
    13.25    49.75    1944   0.073   0.439   0.512
    13.25    49.75    1945   0.085   0.424   0.509
    13.25    49.75    1946   0.081   0.425   0.505
    13.25    49.75    1947   0.053   0.255   0.308
    13.25    49.75    1948   0.089   0.547   0.636
    13.25    49.75    1949   0.084   0.298   0.381
    13.25    49.75    1950   0.082   0.503   0.585
    13.25    49.75    1951   0.076   0.370   0.446
    13.25    49.75    1952   0.059   0.344   0.404
    13.25    49.75    1953   0.074   0.385   0.459
    13.25    49.75    1954   0.063   0.474   0.537
    13.25    49.75    1955   0.060   0.481   0.540
    13.25    49.75    1956   0.058   0.468   0.526
    13.25    49.75    1957   0.065   0.410   0.475
    13.25    49.75    1958   0.059   0.468   0.528
    13.25    49.75    1959   0.069   0.340   0.409
    13.25    49.75    1960   0.062   0.440   0.502
    13.25    49.75    1961   0.072   0.443   0.516
    13.25    49.75    1962   0.058   0.360   0.418
    13.25    49.75    1963   0.067   0.440   0.506
    13.25    49.75    1964   0.059   0.307   0.367
    13.25    49.75    1965   0.063   0.565   0.628
    13.25    49.75    1966   0.075   0.464   0.539
    13.25    49.75    1967   0.070   0.476   0.547
    13.25    49.75    1968   0.079   0.436   0.514
    13.25    49.75    1969   0.071   0.354   0.424
    13.25    49.75    1970   0.067   0.475   0.542
    13.25    49.75    1971   0.077   0.370   0.447
    13.25    49.75    1972   0.077   0.527   0.604
    13.25    49.75    1973   0.060   0.336   0.396
    13.25    49.75    1974   0.081   0.559   0.640
    13.25    49.75    1975   0.069   0.368   0.438
    13.25    49.75    1976   0.071   0.348   0.420
    13.25    49.75    1977   0.069   0.537   0.606
    13.25    49.75    1978   0.064   0.418   0.482
    13.25    49.75    1979   0.056   0.457   0.513
    13.25    49.75    1980   0.051   0.442   0.493
    13.25    49.75    1981   0.072   0.488   0.560
    13.25    49.75    1982   0.057   0.361   0.418
    13.25    49.75    1983   0.059   0.451   0.510
    13.25    49.75    1984   0.061   0.465   0.526
    13.25    49.75    1985   0.061   0.442   0.504
    13.25    49.75    1986   0.068   0.455   0.523
    13.25    49.75    1987   0.063   0.496   0.559
    13.25    49.75    1988   0.064   0.373   0.438
    13.25    49.75    1989   0.063   0.481   0.544
    13.25    49.75    1990   0.059   0.416   0.474
    13.25    49.75    1991   0.054   0.477   0.531
    13.25    49.75    1992   0.051   0.391   0.442
    13.25    49.75    1993   0.066   0.518   0.584
    13.25    49.75    1994   0.056   0.373   0.429
    13.25    49.75    1995   0.064   0.561   0.625
    13.25    49.75    1996   0.068   0.461   0.529
    13.25    49.75    1997   0.065   0.474   0.539
    13.25    49.75    1998   0.072   0.465   0.538
    13.25    49.75    1999   0.068   0.403   0.471
    13.25    49.75    2000   0.065   0.447   0.512
    13.25    49.75    2001   0.059   0.458   0.517
    13.25    49.75    2002   0.069   0.530   0.599
    13.25    49.75    2003   0.048   0.278   0.327
    13.25    49.75    2004   0.170   0.531   0.701
    13.25    49.75    2005   0.208   0.331   0.539
    13.25    49.75    2006   0.263   0.230   0.493
    13.25    49.75    2007   0.441   0.178   0.619
    13.25    49.75    2008   0.555   0.049   0.604
    13.25    49.75    2009   0.698  -0.009   0.689
    13.25    49.75    2010   0.867   0.006   0.873
    13.25    49.75    2011   0.900   0.004   0.904
    13.25    49.75    2012   0.628   0.002   0.630
    13.25    49.75    2013   0.794  -0.000   0.794
    13.25    49.75    2014   0.841   0.005   0.845
    13.25    49.75    2015   0.379   0.002   0.381
    13.25    49.75    2016   0.645   0.001   0.647
    13.25    49.75    2017   0.714   0.000   0.714
    13.75    49.75    1901   0.148   0.272   0.421
    13.75    49.75    1902   0.129   0.390   0.519
    13.75    49.75    1903   0.140   0.338   0.479
    13.75    49.75    1904   0.090   0.213   0.303
    13.75    49.75    1905   0.128   0.361   0.489
    13.75    49.75    1906   0.162   0.331   0.493
    13.75    49.75    1907   0.136   0.319   0.455
    13.75    49.75    1908   0.136   0.337   0.474
    13.75    49.75    1909   0.144   0.377   0.521
    13.75    49.75    1910   0.147   0.432   0.579
    13.75    49.75    1911   0.078   0.193   0.271
    13.75    49.75    1912   0.145   0.543   0.688
    13.75    49.75    1913   0.160   0.307   0.466
    13.75    49.75    1914   0.153   0.444   0.597
    13.75    49.75    1915   0.127   0.277   0.404
    13.75    49.75    1916   0.152   0.469   0.621
    13.75    49.75    1917   0.089   0.169   0.258
    13.75    49.75    1918   0.151   0.470   0.621
    13.75    49.75    1919   0.106   0.233   0.339
    13.75    49.75    1920   0.161   0.455   0.615
    13.75    49.75    1921   0.098   0.210   0.308
    13.75    49.75    1922   0.135   0.441   0.576
    13.75    49.75    1923   0.138   0.250   0.387
    13.75    49.75    1924   0.147   0.420   0.567
    13.75    49.75    1925   0.140   0.320   0.460
    13.75    49.75    1926   0.143   0.411   0.554
    13.75    49.75    1927   0.128   0.330   0.457
    13.75    49.75    1928   0.107   0.310   0.417
    13.75    49.75    1929   0.116   0.308   0.424
    13.75    49.75    1930   0.131   0.322   0.453
    13.75    49.75    1931   0.125   0.358   0.484
    13.75    49.75    1932   0.129   0.360   0.489
    13.75    49.75    1933   0.112   0.311   0.423
    13.75    49.75    1934   0.133   0.313   0.447
    13.75    49.75    1935   0.115   0.279   0.394
    13.75    49.75    1936   0.142   0.464   0.606
    13.75    49.75    1937   0.148   0.294   0.442
    13.75    49.75    1938   0.137   0.395   0.531
    13.75    49.75    1939   0.138   0.379   0.518
    13.75    49.75    1940   0.140   0.356   0.496
    13.75    49.75    1941   0.115   0.374   0.489
    13.75    49.75    1942   0.118   0.261   0.379
    13.75    49.75    1943   0.107   0.325   0.432
    13.75    49.75    1944   0.153   0.381   0.534
    13.75    49.75    1945   0.175   0.378   0.553
    13.75    49.75    1946   0.173   0.412   0.586
    13.75    49.75    1947   0.096   0.229   0.326
    13.75    49.75    1948   0.165   0.488   0.653
    13.75    49.75    1949   0.146   0.295   0.440
    13.75    49.75    1950   0.141   0.413   0.554
    13.75    49.75    1951   0.130   0.325   0.455
    13.75    49.75    1952   0.115   0.311   0.426
    13.75    49.75    1953   0.135   0.321   0.456
    13.75    49.75    1954   0.130   0.385   0.515
    13.75    49.75    1955   0.138   0.406   0.544
    13.75    49.75    1956   0.132   0.370   0.502
    13.75    49.75    1957   0.147   0.365   0.512
    13.75    49.75    1958   0.137   0.396   0.533
    13.75    49.75    1959   0.144   0.316   0.460
    13.75    49.75    1960   0.137   0.348   0.485
    13.75    49.75    1961   0.165   0.372   0.537
    13.75    49.75    1962   0.135   0.335   0.470
    13.75    49.75    1963   0.146   0.375   0.521
    13.75    49.75    1964   0.102   0.274   0.377
    13.75    49.75    1965   0.133   0.462   0.594
    13.75    49.75    1966   0.164   0.404   0.569
    13.75    49.75    1967   0.147   0.397   0.544
    13.75    49.75    1968   0.161   0.390   0.551
    13.75    49.75    1969   0.126   0.287   0.413
    13.75    49.75    1970   0.133   0.387   0.520
    13.75    49.75    1971   0.140   0.338   0.478
    13.75    49.75    1972   0.140   0.459   0.599
    13.75    49.75    1973   0.102   0.289   0.391
    13.75    49.75    1974   0.155   0.493   0.648
    13.75    49.75    1975   0.138   0.333   0.471
    13.75    49.75    1976   0.124   0.314   0.438
    13.75    49.75    1977   0.154   0.475   0.628
    13.75    49.75    1978   0.144   0.297   0.441
    13.75    49.75    1979   0.188   0.325   0.512
    13.75    49.75    1980   0.199   0.268   0.467
    13.75    49.75    1981   0.307   0.253   0.561
    13.75    49.75    1982   0.304   0.131   0.435
    13.75    49.75    1983   0.480   0.070   0.551
    13.75    49.75    1984   0.540   0.001   0.541
    13.75    49.75    1985   0.692   0.004   0.696
    13.75    49.75    1986   0.789   0.004   0.793
    13.75    49.75    1987   0.727   0.005   0.732
    13.75    49.75    1988   0.756   0.004   0.760
    13.75    49.75    1989   0.762   0.005   0.767
    13.75    49.75    1990   0.561   0.004   0.565
    13.75    49.75    1991   0.510   0.004   0.515
    13.75    49.75    1992   0.548   0.003   0.551
    13.75    49.75    1993   0.745   0.010   0.755
    13.75    49.75    1994   0.609   0.008   0.617
    13.75    49.75    1995   0.695   0.007   0.702
    13.75    49.75    1996   0.712   0.013   0.725
    13.75    49.75    1997   0.674   0.013   0.687
    13.75    49.75    1998   0.606   0.007   0.613
    13.75    49.75    1999   0.678   0.007   0.685
    13.75    49.75    2000   0.582   0.005   0.587
    13.75    49.75    2001   0.674   0.006   0.680
    13.75    49.75    2002   0.724   0.014   0.738
    13.75    49.75    2003   0.396   0.005   0.401
    13.75    49.75    2004   0.727   0.003   0.731
    13.75    49.75    2005   0.789  -0.000   0.789
    13.75    49.75    2006   0.555   0.000   0.555
    13.75    49.75    2007   0.664   0.000   0.664
    13.75    49.75    2008   0.677   0.005   0.683
    13.75    49.75    2009   0.551   0.003   0.554
    13.75    49.75    2010   0.697   0.001   0.698
    13.75    49.75    2011   0.714  -0.000   0.713
    13.75    49.75    2012   0.627   0.009   0.637
    13.75    49.75    2013   0.625   0.010   0.635
    13.75    49.75    2014   0.685   0.010   0.694
    13.75    49.75    2015   0.407   0.007   0.414
    13.75    49.75    2016   0.580   0.010   0.590
    13.75    49.75    2017   0.730   0.010   0.740
     8.75    50.25    1901   0.403   0.011   0.415
     8.75    50.25    1902   0.441   0.013   0.454
     8.75    50.25    1903   0.339   0.015   0.354
     8.75    50.25    1904   0.360   0.011   0.371
     8.75    50.25    1905   0.406   0.022   0.428
     8.75    50.25    1906   0.433   0.027   0.460
     8.75    50.25    1907   0.403   0.027   0.430
     8.75    50.25    1908   0.502   0.035   0.537
     8.75    50.25    1909   0.519   0.047   0.566
     8.75    50.25    1910   0.456   0.045   0.501
     8.75    50.25    1911   0.167   0.022   0.189
     8.75    50.25    1912   0.612   0.043   0.655
     8.75    50.25    1913   0.566   0.022   0.589
     8.75    50.25    1914   0.562   0.027   0.589
     8.75    50.25    1915   0.334   0.018   0.353
     8.75    50.25    1916   0.580   0.021   0.601
     8.75    50.25    1917   0.361   0.014   0.375
     8.75    50.25    1918   0.453   0.017   0.470
     8.75    50.25    1919   0.446   0.015   0.461
     8.75    50.25    1920   0.589   0.022   0.611
     8.75    50.25    1921   0.084   0.011   0.096
     8.75    50.25    1922   0.345   0.021   0.366
     8.75    50.25    1923   0.431   0.013   0.445
     8.75    50.25    1924   0.501   0.137   0.638
     8.75    50.25    1925   0.455   0.075   0.530
     8.75    50.25    1926   0.450   0.073   0.523
     8.75    50.25    1927   0.578   0.049   0.627
     8.75    50.25    1928   0.488  -0.010   0.478
     8.75    50.25    1929   0.384  -0.000   0.384
     8.75    50.25    1930   0.726  -0.000   0.726
     8.75    50.25    1931   0.697   0.007   0.703
     8.75    50.25    1932   0.610   0.006   0.615
     8.75    50.25    1933   0.491   0.001   0.491
     8.75    50.25    1934   0.374   0.003   0.377
     8.75    50.25    1935   0.589   0.003   0.592
     8.75    50.25    1936   0.631   0.002   0.633
     8.75    50.25    1937   0.369   0.004   0.373
     8.75    50.25    1938   0.470   0.008   0.479
     8.75    50.25    1939   0.512   0.013   0.524
     8.75    50.25    1940   0.650   0.016   0.666
     8.75    50.25    1941   0.556   0.012   0.568
     8.75    50.25    1942   0.470   0.006   0.476
     8.75    50.25    1943   0.332   0.003   0.335
     8.75    50.25    1944   0.512   0.000   0.513
     8.75    50.25    1945   0.670   0.006   0.676
     8.75    50.25    1946   0.577   0.005   0.582
     8.75    50.25    1947   0.115   0.002   0.117
     8.75    50.25    1948   0.629   0.003   0.631
     8.75    50.25    1949   0.530   0.000   0.530
     8.75    50.25    1950   0.659   0.044   0.702
     8.75    50.25    1951   0.512   0.020   0.533
     8.75    50.25    1952   0.512   0.022   0.534
     8.75    50.25    1953   0.507   0.013   0.521
     8.75    50.25    1954   0.494   0.016   0.510
     8.75    50.25    1955   0.545   0.016   0.561
     8.75    50.25    1956   0.685   0.017   0.702
     8.75    50.25    1957   0.545   0.018   0.563
     8.75    50.25    1958   0.626   0.003   0.629
     8.75    50.25    1959   0.127   0.002   0.129
     8.75    50.25    1960   0.557   0.001   0.557
     8.75    50.25    1961   0.659   0.000   0.660
     8.75    50.25    1962   0.448   0.034   0.482
     8.75    50.25    1963   0.566   0.029   0.595
     8.75    50.25    1964   0.234   0.011   0.245
     8.75    50.25    1965   0.674   0.032   0.705
     8.75    50.25    1966   0.706   0.023   0.728
     8.75    50.25    1967   0.653   0.027   0.680
     8.75    50.25    1968   0.648  -0.005   0.644
     8.75    50.25    1969   0.471  -0.000   0.471
     8.75    50.25    1970   0.508   0.006   0.514
     8.75    50.25    1971   0.301   0.006   0.307
     8.75    50.25    1972   0.527   0.007   0.534
     8.75    50.25    1973   0.271   0.003   0.274
     8.75    50.25    1974   0.586   0.004   0.590
     8.75    50.25    1975   0.572   0.002   0.574
     8.75    50.25    1976   0.136   0.000   0.137
     8.75    50.25    1977   0.617   0.000   0.617
     8.75    50.25    1978   0.664  -0.000   0.664
     8.75    50.25    1979   0.512   0.017   0.529
     8.75    50.25    1980   0.655   0.012   0.667
     8.75    50.25    1981   0.762   0.001   0.763
     8.75    50.25    1982   0.319  -0.001   0.318
     8.75    50.25    1983   0.574   0.000   0.574
     8.75    50.25    1984   0.606   0.000   0.606
     8.75    50.25    1985   0.434   0.000   0.434
     8.75    50.25    1986   0.437   0.000   0.437
     8.75    50.25    1987   0.714   0.005   0.718
     8.75    50.25    1988   0.403   0.001   0.404
     8.75    50.25    1989   0.477  -0.000   0.476
     8.75    50.25    1990   0.441  -0.000   0.441
     8.75    50.25    1991   0.246   0.006   0.252
     8.75    50.25    1992   0.562   0.035   0.597
     8.75    50.25    1993   0.508   0.011   0.519
     8.75    50.25    1994   0.525   0.010   0.535
     8.75    50.25    1995   0.573   0.008   0.581
     8.75    50.25    1996   0.514   0.004   0.518
     8.75    50.25    1997   0.416   0.010   0.427
     8.75    50.25    1998   0.558   0.011   0.569
     8.75    50.25    1999   0.568   0.009   0.577
     8.75    50.25    2000   0.630   0.014   0.644
     8.75    50.25    2001   0.559   0.011   0.570
     8.75    50.25    2002   0.620   0.016   0.636
     8.75    50.25    2003   0.201  -0.001   0.200
     8.75    50.25    2004   0.733   0.005   0.738
     8.75    50.25    2005   0.767   0.003   0.770
     8.75    50.25    2006   0.604  -0.002   0.603
     8.75    50.25    2007   0.679  -0.000   0.679
     8.75    50.25    2008   0.553   0.000   0.553
     8.75    50.25    2009   0.516   0.000   0.516
     8.75    50.25    2010   0.677   0.000   0.677
     8.75    50.25    2011   0.410   0.000   0.410
     8.75    50.25    2012   0.412   0.000   0.412
     8.75    50.25    2013   0.573   0.003   0.575
     8.75    50.25    2014   0.665   0.012   0.677
     8.75    50.25    2015   0.359   0.004   0.362
     8.75    50.25    2016   0.569   0.002   0.571
     8.75    50.25    2017   0.578  -0.000   0.578
     9.25    50.25    1901   0.283   0.120   0.403
     9.25    50.25    1902   0.293   0.152   0.445
     9.25    50.25    1903   0.269   0.137   0.406
     9.25    50.25    1904   0.258   0.123   0.380
     9.25    50.25    1905   0.276   0.143   0.419
     9.25    50.25    1906   0.327   0.146   0.473
     9.25    50.25    1907   0.309   0.153   0.461
     9.25    50.25    1908   0.293   0.155   0.448
     9.25    50.25    1909   0.326   0.171   0.497
     9.25    50.25    1910   0.306   0.176   0.483
     9.25    50.25    1911   0.146   0.099   0.246
     9.25    50.25    1912   0.354   0.202   0.557
     9.25    50.25    1913   0.329   0.150   0.478
     9.25    50.25    1914   0.319   0.199   0.519
     9.25    50.25    1915   0.223   0.114   0.336
     9.25    50.25    1916   0.324   0.215   0.540
     9.25    50.25    1917   0.252   0.108   0.360
     9.25    50.25    1918   0.301   0.174   0.475
     9.25    50.25    1919   0.234   0.134   0.368
     9.25    50.25    1920   0.348   0.180   0.528
     9.25    50.25    1921   0.172   0.103   0.275
     9.25    50.25    1922   0.311   0.197   0.507
     9.25    50.25    1923   0.331   0.109   0.440
     9.25    50.25    1924   0.369   0.164   0.532
     9.25    50.25    1925   0.358   0.081   0.439
     9.25    50.25    1926   0.395   0.086   0.481
     9.25    50.25    1927   0.451   0.066   0.517
     9.25    50.25    1928   0.401   0.031   0.431
     9.25    50.25    1929   0.401   0.014   0.415
     9.25    50.25    1930   0.564   0.024   0.589
     9.25    50.25    1931   0.510   0.014   0.524
     9.25    50.25    1932   0.516   0.009   0.525
     9.25    50.25    1933   0.545   0.004   0.549
     9.25    50.25    1934   0.454  -0.000   0.454
     9.25    50.25    1935   0.519   0.001   0.520
     9.25    50.25    1936   0.554   0.001   0.555
     9.25    50.25    1937   0.463   0.001   0.464
     9.25    50.25    1938   0.478   0.006   0.484
     9.25    50.25    1939   0.522   0.006   0.528
     9.25    50.25    1940   0.540   0.005   0.544
     9.25    50.25    1941   0.456   0.012   0.468
     9.25    50.25    1942   0.506   0.010   0.516
     9.25    50.25    1943   0.396   0.008   0.404
     9.25    50.25    1944   0.507   0.007   0.515
     9.25    50.25    1945   0.583   0.010   0.592
     9.25    50.25    1946   0.544   0.008   0.553
     9.25    50.25    1947   0.173   0.010   0.183
     9.25    50.25    1948   0.586   0.021   0.607
     9.25    50.25    1949   0.439   0.010   0.449
     9.25    50.25    1950   0.522   0.071   0.594
     9.25    50.25    1951   0.432   0.043   0.475
     9.25    50.25    1952   0.432   0.042   0.474
     9.25    50.25    1953   0.486   0.011   0.498
     9.25    50.25    1954   0.469   0.016   0.485
     9.25    50.25    1955   0.476   0.012   0.488
     9.25    50.25    1956   0.499   0.020   0.519
     9.25    50.25    1957   0.497   0.022   0.520
     9.25    50.25    1958   0.484   0.009   0.493
     9.25    50.25    1959   0.284   0.006   0.290
     9.25    50.25    1960   0.592   0.004   0.597
     9.25    50.25    1961   0.594   0.002   0.596
     9.25    50.25    1962   0.491   0.002   0.492
     9.25    50.25    1963   0.550  -0.000   0.550
     9.25    50.25    1964   0.309   0.000   0.309
     9.25    50.25    1965   0.550   0.000   0.550
     9.25    50.25    1966   0.606   0.011   0.617
     9.25    50.25    1967   0.573   0.011   0.584
     9.25    50.25    1968   0.571   0.001   0.572
     9.25    50.25    1969   0.493   0.003   0.496
     9.25    50.25    1970   0.482   0.001   0.483
     9.25    50.25    1971   0.448  -0.000   0.448
     9.25    50.25    1972   0.504   0.000   0.504
     9.25    50.25    1973   0.318   0.000   0.318
     9.25    50.25    1974   0.561   0.000   0.562
     9.25    50.25    1975   0.521   0.000   0.521
     9.25    50.25    1976   0.288   0.000   0.288
     9.25    50.25    1977   0.603   0.000   0.603
     9.25    50.25    1978   0.596   0.000   0.596
     9.25    50.25    1979   0.481  -0.000   0.481
     9.25    50.25    1980   0.515   0.000   0.516
     9.25    50.25    1981   0.608   0.000   0.608
     9.25    50.25    1982   0.350   0.005   0.355
     9.25    50.25    1983   0.476   0.008   0.484
     9.25    50.25    1984   0.519   0.006   0.525
     9.25    50.25    1985   0.529   0.007   0.536
     9.25    50.25    1986   0.497   0.005   0.502
     9.25    50.25    1987   0.568   0.006   0.574
     9.25    50.25    1988   0.427   0.002   0.429
     9.25    50.25    1989   0.456   0.008   0.464
     9.25    50.25    1990   0.488   0.012   0.500
     9.25    50.25    1991   0.308   0.016   0.324
     9.25    50.25    1992   0.537   0.035   0.572
     9.25    50.25    1993   0.530   0.002   0.532
     9.25    50.25    1994   0.536   0.005   0.541
     9.25    50.25    1995   0.527   0.012   0.539
     9.25    50.25    1996   0.561   0.011   0.572
     9.25    50.25    1997   0.497   0.010   0.507
     9.25    50.25    1998   0.561  -0.003   0.559
     9.25    50.25    1999   0.550  -0.000   0.550
     9.25    50.25    2000   0.551   0.000   0.551
     9.25    50.25    2001   0.509   0.011   0.521
     9.25    50.25    2002   0.564   0.023   0.587
     9.25    50.25    2003   0.239   0.004   0.243
     9.25    50.25    2004   0.681   0.016   0.696
     9.25    50.25    2005   0.663   0.009   0.672
     9.25    50.25    2006   0.572   0.004   0.576
     9.25    50.25    2007   0.641   0.004   0.645
     9.25    50.25    2008   0.559  -0.001   0.558
     9.25    50.25    2009   0.572  -0.000   0.572
     9.25    50.25    2010   0.567   0.000   0.567
     9.25    50.25    2011   0.461   0.009   0.471
     9.25    50.25    2012   0.477   0.011   0.488
